,Title,Opinion,Place,Gender,Age,Country,Date,Label,Lang
3777,lindo,es muy bonito poder imaginarte esta dramatica historia de amor estando en el lugar que sucedio y ademas subiendo a uno de los balcones,Callejón del Beso,Female,20,México,29/01/2014,1,es
896,mi lugar favorito para almorzar,aqui encontraras variedad de platillos tipicos de la region a un precio muy accesible recomendable para bolsillos con bajo presupuesto,Mercado Hidalgo,Male,44,México,28/07/2016,1,es
3047,muy lujoso,cuando entras al teatro te maravillas de lo lujoso que esta adentro vale la pena visitarlo pagas por entrar lo malo que cuando yo fui no habia un tour que te explicara los detalles tal vez fui en horario que no habia uno disponible,Teatro Juárez,Male,35,México,28/02/2014,1,es
3602,bellisimo edificio,es uno de los edificios mas bonitos de la ciudad que resalta por su color blanco y con escaleras interminables la sala es una belleza antigua iglesia que ahora es utilizada como sala para conferencias y congresos,Universidad de Guanajuato,Male,58,México,02/01/2018,1,es
1767,visita grupal,no hay nada nuevo en el museo el acceso con grupo es complicado pues los autobuses se deben quedar lejos y caminando es tardado viajes en familia el vehiculo sube sin problema,Museo de las Momias,Male,-1,México,2018,1,es
1442,una obligada tradicion,toda una tradicion este mercado se come muy bien encuentras algunas artesanias las tortas de carnitas muy recomendables y economicas,Mercado Hidalgo,Male,-1,México,2017,1,es
2001,bonita,es un lugar emblematico de la ciudad de guanajuato cerca de esta iglesia se concentran los mejores restaurantes y tiendas,Basilica Colegiata,Female,25,México,06/06/2016,1,es
465,me decepciono,esperaba un museo mucho mejor puesto poca informacion sobre este gran personaje muy poca informacion sobre otras exposiciones que se ofrecian muchas escaleras para llegar a exposiciones muy regulares,Casa de Diego Rivera,Male,-1,México,2018,0,es
3556,muy bonito,hermoso el edificio del teatro tienes que visitarlo al estar en guanajuato una de las bellezas arquitectonicas de la ciudad,Teatro Juárez,Female,37,México,08/08/2017,1,es
337,hay que visitarlo,te gusta lo popular el probar aqui y alla el aroma casero no te engentas rapido pues te va gustar el sazon de la comida en gto es malo eso si,Mercado Hidalgo,Male,-1,México,2018,0,es
2125,el amor entre callejones,sin duda una visita obligatoria en guanajuato capital lugar de leyenda besa a tu pareja y renueva tus votos de amor cada  anos,Callejón del Beso,Male,28,Guatemala,28/06/2017,1,es
3367,museo favorito en guanajuato,tanto por como ordenan las exposiciones asi como la manera en que tienen ambientada la casa para mi es el museo que no te puedes perder en guanajuato,Casa de Diego Rivera,Female,44,México,06/04/2016,1,es
1635,el mejor mirador,para apreciar bien la ciudad que abajo es un caos de callejones este es el mejor lugarse puede llegar a el a traves del funicular que se encuentra atras del teatro juarez o por calles en taxi o automovil la vista es increible desde la explanada y tambien se puede uno subir arriba del pipila y estar mas alto previo pago y una cola un poco incomoda,Monumento Pípila,Male,22,México,09/07/2017,1,es
499,desorganizada,me parece que es un poco desorganizada la entrada y la explicacion se amontona la gente y no se ve del todo al guia,Museo de las Momias,Female,52,México,08/07/2016,0,es
3371,muchas artesanias ,nos gusto mucho debido a que es un lugar muy tradicional con mucho colorido y buenos precios la comida tipica mexicana sabrosa antes de comprar recomiendo que procures recorrer la mayoria de los puestos para que compares precios sugiero que las autoridades pongan mayor atencion a la limpieza del perimetro recuerda es un mercado no un mall disfrutaras de lo pintoresco del lugar bajo esa perspectiva,Mercado Hidalgo,Male,-1,México,25/12/2016,1,es
1579,visita obligada a guanajuato,"pros
 el lugar es un simbolo de la ciudad de guanajuato
 los guias son amables y conocedores del tema
 las momias estan bien cuidadas y en buen estado
 venden artesanias a la salida del museo

cons
 el lugar esta muy concurrido en temporada alta llega a ser complicado conseguir estacionamiento y escuchar al guia",Museo de las Momias,Male,-1,México,2019,1,es
4008,el mercado mas bonito que he visto,el edificio mas bonito e impresionante que he visto para un mercado ademas las artesanias la comida y los dulces son economicos para comprar excelente,Mercado Hidalgo,Female,51,México,20/08/2015,1,es
4000,justo lo que esperaba,el guia se encargo de hacer el recorrido muy entretenido y enteresante mas de lo que es el sitio por si solo les recomiendo ir muy temprano nosotros llegamos como a las  en domingo e hicimos como  minutos de fila para entrar al salir la fila ya rodeaba el panteon facil unas h de espera,Museo de las Momias,Female,-1,México,2019,1,es
2375,sitio de visita obligatorio,simbolo de la ciudad para tomar buenas fotos aunque el dia que lo visitamos estaba lloviendo igual valio la pena,Monumento Pípila,Female,-1,Costa Rica,26/06/2018,1,es
1674,una hermosa vista panoramica a la ciudad,visita obligada para tener la mejor vista panoramica de la ciudad y tomar un buena foto un lugar desde el cual puedes visualizar cualquier punto de la ciudad,Monumento Pípila,Female,47,México,25/07/2017,1,es
1263,jardin caracteristico y tradicional,muy tradicional aun toca la banda sinfonica de guanajuato en la plaza amenizando el ambiente muy limpia con sus bonitas fuentes y alrededor una variedad de restaurantes para degustar la comida tipica de la ciudad,Jardín de la Unión,Male,22,México,06/06/2016,1,es
2050,historica,muy buena ubicacion dentro de la ciudad conviene escuchar la historia en voz de alguno de sus guias me gusto todo,Alhóndiga,Female,26,México,12/10/2012,1,es
4094,bello jardin,el lugar perfecto para tomar una rica nieve un cafe o simplemente admirar la belleza de la ciudad desde aqui se puede observar el mirador del pipila,Jardín de la Unión,Male,-1,México,02/06/2015,1,es
3201,interesante lugar,me agrado mucho el recorrido y conocer parte de la historia de la independencia de nuestra nacion me gustaria en lo futuro encontrar informacion interactivo digital de la historia de los heroes de la independencia y sus vidas asi como de como transcurrio la misma en dicho lugar,Alhóndiga,Female,51,México,15/08/2016,1,es
3952,visita obligada,un mirador que te brinda la mejor vista de la ciudad de guanajuato en familia con amigos es una buena experiencia para todo tipo de publico muy recomendable la entrad al museo tiene costo llegar y acceder al mirador no,Monumento Pípila,Male,40,Chile,10/08/2016,1,es
2206,museo de las momias,es impresionante ver como se han conservado durante tantos anos no me gusto el trato de las personas de la taquilla muy despotas,Museo de las Momias,Female,46,México,02/10/2014,1,es
4370,el corazon de la historia de mexico,maravilloso sitio muy grafico para aprender historia super didactico las salas muy bellas y organizadas el personal muy amable imperdible,Alhóndiga,Female,30,Perú,03/06/2018,1,es
2768,leyenda e historia,el monumento al pipila es de convivio de las familias se puede subir en un funicular en el centro de la ciudad lo que hace el ascenso mas pintoresco la vista es espectacular ya que es un mirador,Monumento Pípila,Female,67,México,08/01/2015,1,es
3417,imponente,este monumento es imponente en una zona alta de guanajuato sobre el teatro juarez subimos en el funicular ya en el monumento aprecias la ciudad ahi conseguimos una guia muy util de la ciudad de guanajuato no se porque en ningun otro la vimos,Monumento Pípila,Male,40,México,11/06/2012,1,es
1383,la mejor vista de la ciudad,si quieres apreciar una excelente panoramica de la ciudad esta es una parada inevitable en el tour lo unico malo es que esta rodeada de vendedores ambulantes y falta limpieza,Monumento Pípila,Male,53,México,09/07/2014,1,es
2980,bueno bonito y barato,las cosas que venden son baratas y son artesanales en su mayoria conviene mas entrar aqui a comprar los recuerditos,Mercado Hidalgo,Female,21,México,21/06/2016,1,es
3841,romantico,es una angostisima callejuela  alli los balcones de dos casas uno en frente del otro estan muy cerquita casi se rozan segun la leyenda es una historia romantica pero con final triste y se dice que las parejas que se besen en el tercer escalon de la escalera entre ambas casa  tiene siete anos mas de felicidad,Callejón del Beso,Female,51,Venezuela,17/08/2015,1,es
3713,historia y belleza,el lugar es parada obligatoria por su simbolismo en la historia de la independencia sus salas son pequenas pero con una buena museografia tienes unos bellos murales de chavez morado tienen tarifa preferencial para estudiantes y personas de mas de  anos con credencial,Alhóndiga,Female,28,México,26/06/2016,1,es
2462,lugar historico,si llevas credencial del adulto mayor de estudiante o maestro entras gratis cobran  hay guias que te proporcionan informacion,Alhóndiga,Female,25,México,21/09/2015,1,es
3899,increible vista,el monumento esta en la punta de un cerro y hay muchos vendedores ofreciendo articulos tipicos de guanajuato no dejen de visitar el funicular que esta a un lado del pipila,Monumento Pípila,Male,53,México,16/10/2012,1,es
4364,excelente,si quieres conocer guanajuato te recomiendo que vayas primero ahi asi puedes ver desde esa altura gran parte de la ciudad aparte que tiene un teleferico para poder llegar ahi sumamente romantico,Monumento Pípila,Female,31,México,01/10/2014,1,es
3915,gran museo,museo con la historia de la independencia de mexico pero ademas de las salas y exposiciones el edificio es muy bello,Alhóndiga,Male,33,México,12/07/2016,1,es
3041,mirador,se puede subir por el funicular tiene un costo de  pesos o caminando que es gratis pero nos comentaron que es algo inseguro fuimos en temporada alta e hicimos  min de fila para subir al funicular al llegar te topas con tiendas de artesanias ropa bebidas y te encuentras con una vista impresionante de la ciudad excelente para tomar fotos y el monumento al pipila no les recomiendo pagar los  pesos para subir ya que esta muy angosto para subir huele mal y solo te tomas la foto y bajas no puedes quedarte mas tiempo arriba porque hay una larga fila esperando,Monumento Pípila,Female,31,México,17/04/2017,1,es
3407,un lugar de maravilla,me gusta el jardin union por las tardes oir a la banda municipal ver a los turistas que disfrutan de las estudiantinas y comer un delicioso elote con mayonesa y queso que venden frente a la iglesia de san diego,Jardín de la Unión,Female,50,México,02/12/2014,1,es
4344,para ponerse romantico,el callejon del beso es un must cuando vas a guanajuato dale una propia a los ninos que te cuentan la historia creeme que te haran reir y pues pasaras un momento agradable,Callejón del Beso,Male,38,Chile,23/03/2016,1,es
3194,una belleza en cantera verde,aunque solo la visitamos por fuera es una majestuosa construccion en cantera verde que vale la pena visitar recomendable,Universidad de Guanajuato,Male,-1,México,2019,1,es
2733,impresionantes,es una visita obligada son muy representativas las momias de guanajuato pide recorrido guiado por que es muy interesante lo que te cuentan,Museo de las Momias,Female,28,México,06/09/2016,1,es
1553,unicas,estas momias son muy unicas y cada una con su historia y a final de cuentas no en cualquier lado ves momias,Museo de las Momias,Male,56,México,02/03/2015,1,es
3832,divino,por favor vayan de noche es una excelente vista de guanajuato con todas las luces de la cuidad algo encantador y romantico,Monumento Pípila,Male,44,Italia,25/07/2017,1,es
